feature1,feature2,feature3,class
1.0465,0.88081,0.28128,0
1.5081,1.1078,0.96611,0
0.22124,-1.1206,-0.60966,0
-0.85277,0.3983,-1.9524,0
1.31,0.49448,-0.70316,0
-1.09,2.2651,-0.22399,0
1.2591,-0.20039,-0.33102,0
-1.0012,-1.6682,-1.6894,0
-2.7475,-0.77322,0.48171,0
-0.3869,-0.4416,0.30904,0
0.76785,2.5038,-0.34856,0
-0.25656,-0.83535,-1.5912,0
-0.20029,-1.4185,-0.87103,0
-0.31367,1.518,-1.6355,0
0.44354,-0.68769,0.32163,0
-0.00068636,0.40044,0.072423,0
-0.051402,-0.014225,0.84117,0
0.52722,-1.946,-0.49399,0
0.38692,-0.54081,-0.16801,0
0.44234,-0.70087,0.52641,0
-1.0575,0.5473,1.1859,0
0.99084,-1.2659,0.71134,0
1.3138,-0.32847,0.87475,0
1.471,0.70518,0.95825,0
-1.3194,0.11384,-0.19316,0
-1.0644,-1.8446,0.10212,0
0.1673,0.40388,0.26083,0
0.036607,0.90924,-1.9043,0
0.21476,0.3144,-0.40544,0
1.7912,0.15984,0.40786,0
-2.3977,-0.43059,1.3442,0
0.44417,-1.7538,-1.6461,0
1.4648,-0.028987,-0.53251,0
1.1117,0.68212,-0.14681,0
-0.47088,1.0561,-0.059581,0
1.1358,0.26114,0.020758,0
-1.0373,0.15494,-0.36345,0
-0.64048,-0.31014,1.1366,0
0.28851,1.6643,-0.10892,0
-2.1117,-0.40976,-2.4156,0
0.92414,0.50694,1.4175,0
-0.90557,-0.68177,-0.1142,0
0.17811,-1.3056,-0.45924,0
0.22199,-2.1569,-1.0215,0
0.7897,-0.37761,0.4912,0
0.41503,0.25299,0.81931,0
-0.3929,0.57131,-0.19727,0
-0.71768,0.98177,-1.0605,0
0.81236,-0.32206,-0.56313,0
-0.15499,0.37253,0.36428,0
0.48897,-1.8538,0.4195,0
0.13798,-0.89881,0.14227,0
-1.0576,-0.85674,0.27715,0
0.90743,-1.7715,-0.29389,0
0.24653,1.2241,1.1473,0
0.73021,-1.6828,0.1977,0
0.95121,0.27935,0.04393,0
-1.0885,0.43271,1.2568,0
0.29289,-0.29096,-0.43618,0
-2.0027,-1.2284,-1.7294,0
0.9231,-0.62606,-0.07057,0
0.78865,0.30729,0.9688,0
-0.8717,2.2485,1.0892,0
-0.62225,0.20784,-0.35935,0
-0.383,-0.27811,-0.84886,0
2.3977,-1.4473,0.080079,0
1.211,-0.4793,-1.3397,0
2.1293,-0.16808,0.46033,0
0.1702,-0.068734,-0.41191,0
1.1422,0.3316,-0.62947,0
-0.85875,1.4978,0.50514,0
-1.6388,-1.1717,0.82163,0
0.61743,-2.6048,1.8901,0
-1.0041,-1.2423,2.0747,0
-1.2854,-1.1855,1.1421,0
0.79831,0.84776,1.7018,0
-3.6064,-0.13524,-0.55492,0
-0.79401,-0.5414,-0.07525,0
-0.98914,0.78554,-1.5287,0
-0.16615,0.78427,0.6952,0
1.0564,-0.7433,-1.3118,0
-0.7235,1.254,-1.3381,0
-0.026177,-0.050252,0.91654,0
0.31716,1.9192,0.83224,0
-1.5289,-1.174,0.32659,0
0.089532,-1.2657,1.055,0
0.003779,-1.2672,0.7544,0
0.62094,-1.7016,0.040967,0
-0.57495,1.0265,-0.23644,0
-0.70049,-0.17319,0.91691,0
-0.18209,-0.065453,-0.76942,0
-0.10584,0.5163,0.66347,0
0.76005,0.20724,-0.90334,0
-0.015788,-1.3244,1.5626,0
-1.9729,0.75207,0.11128,0
0.60691,-0.57233,1.8858,0
-0.81817,0.22766,0.93174,0
-0.27686,-0.41388,0.5561,0
0.13629,1.419,-0.59554,0
0.57263,0.24028,-0.87928,0
-0.65379,0.46029,0.6794,0
0.1656,0.23715,1.7628,0
1.4099,0.70582,-1.3637,0
0.024927,-0.25406,-0.19801,0
0.71402,0.23499,1.3222,0
-0.42169,0.21803,-0.4543,0
0.62723,-0.079146,-0.22527,0
0.14427,0.082718,1.249,0
0.74867,0.6049,0.46128,0
-0.21865,-0.13207,0.069831,0
2.6932,-1.5172,-2.4561,0
0.66449,0.012507,-0.15026,0
0.87654,-0.39583,-0.23124,0
-0.095861,0.79235,1.4604,0
0.36954,-0.78221,0.38408,0
1.1084,-0.23448,-0.016181,0
0.72599,-1.9183,-1.1801,0
-0.65939,0.14926,-0.95004,0
1.1159,-0.3241,-0.94301,0
1.1053,0.81512,-1.2565,0
0.32111,-1.2786,1.433,0
-0.06168,-0.63663,-1.6135,0
-0.20219,-1.7611,-0.5362,0
-2.4738,0.762,-0.24089,0
0.13143,0.35537,0.60458,0
-0.19096,1.0141,-0.91875,0
0.45071,0.36941,0.11195,0
1.4873,1.6111,0.87054,0
0.81606,-0.4941,-0.24041,0
0.67781,-0.59436,-0.22882,0
-0.071714,1.1136,-1.4051,0
-1.4066,0.36521,0.75458,0
0.10956,-1.3421,-1.5616,0
1.0288,-0.40529,0.27657,0
-0.43278,-0.51978,-1.4799,0
-1.79,-0.23821,0.643,0
0.38455,0.20612,-0.82754,0
0.5545,-0.90017,-0.087377,0
-1.1251,0.53099,-0.62879,0
0.3036,-0.22671,0.42712,0
1.3792,1.9667,0.49717,0
0.86682,-0.21531,-0.15357,0
-1.0092,0.77512,0.8247,0
2.1203,1.7956,-0.38023,0
-1.8721,0.48507,0.55444,0
-1.6136,-0.28113,-1.0856,0
0.30756,0.038796,-0.6888,0
0.85299,2.1009,0.20447,0
-0.53692,0.73403,-0.40657,0
0.84127,-0.39672,-0.58588,0
-0.090962,0.64989,0.63493,0
1.0597,-1.7999,-0.11378,0
-0.095173,0.59411,-0.68623,0
1.5511,-0.17528,-0.94258,0
0.69515,1.4468,-0.63622,0
-1.2033,1.4747,1.043,0
-0.59107,-0.85677,-0.091736,0
-0.093412,-0.38227,0.38602,0
0.084701,0.99601,-1.179,0
-0.70302,0.72737,2.0828,0
-0.056116,-0.73897,-0.40658,0
-1.2839,0.6859,0.53551,0
-0.61756,-0.41514,-1.7136,0
-2.6377,-0.055905,-0.55853,0
1.3124,0.14637,0.37852,0
-0.63346,0.42616,-0.22141,0
1.0103,0.10834,0.50557,0
0.49515,-0.53777,-0.18182,0
-0.26572,-0.53759,-0.79821,0
-1.1466,0.22136,-0.23383,0
0.7271,-0.83043,-1.7086,0
-0.60153,-0.14806,0.74284,0
-1.3662,0.61861,-1.2249,0
-0.8816,-0.61816,-0.63638,0
-0.25112,-0.70201,-1.4134,0
0.041536,-1.0039,-0.55492,0
-2.4781,-1.2895,0.43312,0
-0.77331,0.89909,1.1627,0
0.31336,0.491,-1.1224,0
-0.59159,-0.52885,-1.4814,0
-0.20136,-0.25409,-0.50215,0
-1.6895,0.39252,-1.0961,0
0.88895,0.34258,1.8451,0
-1.4774,-0.46411,0.3931,0
0.41849,-0.49847,0.0087769,0
-0.2295,-0.84809,-0.95813,0
1.1066,-0.27664,1.3261,0
-0.47329,0.715,0.9585,0
0.58277,1.0683,0.95276,0
1.4184,0.026476,2.1112,0
1.2875,0.1715,1.1174,0
-0.4098,0.71343,-0.50919,0
-0.97907,0.64496,1.048,0
-1.3993,-1.9558,-0.29191,0
-0.046584,0.30732,2.3663,0
-1.4207,-0.23275,0.17522,0
0.432,-1.2599,1.0838,0
1.3338,-1.5346,-1.5962,0
0.090302,-1.2792,-0.31431,0
0.066,0.79739,0.13225,0
-0.43807,-0.98813,-0.71715,0
-0.017014,-0.74314,1.6753,0
-0.94413,-0.1614,1.3524,0
-0.2072,-0.73302,-0.67679,0
0.30053,1.1776,0.24575,0
0.74665,-0.090508,0.27845,0
0.7423,-0.041069,-1.656,0
1.0129,1.4169,-0.83554,0
0.50336,-0.41744,0.28213,0
-1.0978,1.2618,-0.26515,0
-0.97071,-0.96758,1.2224,0
-1.0308,-0.1713,0.11242,0
0.048976,0.60769,-0.6933,0
0.99174,0.9405,-0.32507,0
-1.4389,0.25451,1.7951,0
-0.1717,-0.41569,-0.038863,0
1.3394,0.44444,1.9753,0
-0.53509,0.034196,0.18651,0
2.234,1.0632,0.15084,0
-0.93775,-0.10403,-0.60763,0
-2.3614,0.61282,0.13575,0
-0.94842,1.2598,0.34883,0
-0.19361,-0.29557,-0.83233,0
0.3195,-0.5779,-1.0096,0
-0.70335,-0.2577,-1.2147,0
3.2759,-1.0443,0.11752,0
0.18463,0.62222,1.9582,0
0.55635,-0.51325,-0.97422,0
0.98228,-0.90168,0.99004,0
-0.73473,0.21139,1.9278,0
1.5799,1.6071,-0.28285,0
-0.30383,-0.05984,0.99587,0
1.4879,0.92228,-0.35053,0
-1.6037,-0.11696,-0.59572,0
0.038183,-0.8418,-1.1342,0
0.013308,0.15266,-0.083971,0
-1.5236,2.2623,-1.3872,0
0.32407,0.62346,0.39171,0
0.3946,1.6879,0.63229,0
-0.92791,-0.95225,-0.57205,0
-1.1739,1.1427,-1.2835,0
0.049349,0.18326,-0.70325,0
-0.63351,-1.6701,-0.71489,0
1.1445,-0.22053,0.37389,0
1.8589,0.26744,1.137,0
2.2333,0.44678,0.23805,0
0.59036,0.61886,0.067268,0
0.12252,-0.42865,-0.50627,0
1.7607,-0.05764,-0.33045,0
-0.79937,-0.94181,-1.164,0
0.87617,-0.18795,0.23986,0
-0.0047226,0.89548,1.1573,0
1.7229,1.0041,-0.48986,0
0.35039,-0.33785,-0.76637,0
0.010295,-1.899,-1.4668,0
0.82449,0.54445,0.32473,0
0.81234,0.28135,-1.2646,0
0.45748,0.15542,0.11493,0
-1.5702,-0.73966,0.16656,0
-2.1936,-0.14479,0.76213,0
-2.226,-0.8296,0.70279,0
-0.8612,0.98065,0.93834,0
-0.18156,1.8941,-2.0152,0
-1.3364,1.0488,-0.40821,0
-0.19757,-0.35703,0.5827,0
-0.11349,-0.58096,0.54261,0
-0.85975,-0.16762,-0.10126,0
-0.62399,1.0307,1.6023,0
-1.6424,0.15459,1.0391,0
-1.4942,-1.3027,0.51569,0
-0.57989,0.37273,0.2736,0
0.52724,0.27331,0.34314,0
0.4114,0.48327,-1.1269,0
1.4824,-1.2265,0.28935,0
-1.4967,0.060499,1.0101,0
-1.6609,1.1318,-0.037008,0
0.92654,-0.41933,0.31309,0
-0.22814,-1.0285,0.73441,0
2.2206,1.1034,-0.16271,0
0.18049,-2.0056,0.71533,0
0.31896,-1.1593,1.08,0
-1.2094,-0.97747,-0.66993,0
2.5423,0.50162,-0.0085229,0
0.33189,1.2407,-0.97703,0
0.59098,-1.7862,0.6412,0
0.99483,1.1985,0.24333,0
1.7475,-0.49277,-2.2627,0
-0.10263,-0.25987,0.11235,0
1.9508,0.51893,0.52782,0
-0.18149,0.23076,-0.29237,0
0.030093,1.0092,-0.21888,0
0.014756,0.43593,-0.019249,0
1.424,0.51207,0.6007,0
1.0834,-0.77093,-0.070802,0
-0.73312,-0.082995,0.96473,0
-1.3238,1.3669,-0.60901,0
0.10753,0.61585,0.67457,0
0.29357,1.9481,1.7879,0
1.4198,1.2059,0.92314,0
-0.18336,0.6763,1.3516,0
-0.52915,0.35343,2.008,0
-1.4468,1.6841,0.487,0
-0.17267,0.26601,-0.775,0
0.53699,0.17644,0.08128,0
-1.0464,1.765,0.0048791,0
0.17697,2.1171,-0.3909,0
-0.32799,-0.5966,-0.81752,0
-0.14648,0.61345,-1.5083,0
-0.19103,-1.1701,-0.014731,0
-2.247,-1.8271,0.68272,0
-1.3071,1.0955,-0.56478,0
-0.12216,0.14198,-1.002,0
-1.1082,-2.3397,1.2649,0
0.3655,-1.0259,-0.79431,0
1.716,-0.83202,1.3568,0
1.881,0.74701,0.86156,0
1.6633,0.7228,2.1267,0
-0.97537,0.37041,-0.13259,0
1.9084,-0.22634,0.88954,0
1.3302,1.0451,1.1603,0
-0.31668,2.2033,0.61878,0
1.1556,-0.44064,-1.3853,0
0.76857,-0.42544,1.6191,0
1.1574,0.044891,0.61038,0
0.97921,-0.016644,1.6149,0
-0.50375,-1.8039,0.33807,0
0.71028,-0.75237,-1.8439,0
-0.014103,-0.13794,0.37784,0
-0.1879,1.0596,0.95862,0
-0.31309,-0.25368,-0.82019,0
-0.76955,-0.84969,1.8556,0
-0.35804,1.7049,1.0836,0
-0.86432,-0.76043,1.9662,0
1.1388,-1.6656,-1.8616,0
0.4249,-2.5333,-0.422,0
0.72548,-0.23301,-0.090562,0
0.0099749,0.59877,-1.0396,0
0.34102,2.0703,-1.174,0
0.38783,0.45311,1.1269,0
0.70255,0.9483,0.83763,0
0.061348,0.62244,0.13526,0
-1.6473,-0.34045,1.1146,0
-0.40179,0.8553,-0.28777,0
-1.1838,-1.6967,0.4756,0
0.70896,0.42853,-0.92308,0
-1.3921,0.24274,-0.26871,0
-0.32089,0.18125,-0.74534,0
-0.63383,-0.14294,0.76602,0
-0.15077,0.85013,0.061306,0
0.2566,1.0235,-0.56791,0
0.12379,3.239,0.081527,0
0.5492,-0.029351,1.7752,0
0.15206,0.94711,-0.025253,0
-0.32429,-0.46258,-0.20106,0
0.87879,0.52419,1.3241,0
0.32494,-0.12588,0.30863,0
1.4,0.27624,-0.049986,0
-1.5394,-0.67551,0.85024,0
0.69383,0.49543,0.79963,0
0.038017,-0.51766,-0.24515,0
0.16945,0.014657,-0.89931,0
-0.60191,-0.29925,-0.36947,0
0.078533,0.98433,0.71417,0
0.5841,0.09105,-1.2781,0
-1.3046,-1.8686,-0.15253,0
-1.4417,0.90156,-0.042983,0
-0.13319,0.57194,2.036,0
-1.0371,0.96231,-1.554,0
2.3431,-0.44396,-0.6703,0
0.65868,1.6242,-0.97377,0
0.21607,0.10217,1.6464,0
0.44736,-0.39104,-0.24678,0
0.70997,-0.5825,-0.41606,0
0.65581,1.3684,-0.81284,0
-0.12124,-1.7564,-0.65004,0
0.99409,-1.29,-0.84395,0
0.51036,-1.3462,1.6359,0
-0.37424,0.31367,0.47994,0
-0.97581,-0.47451,1.3912,0
-0.92594,1.3482,-0.20901,0
0.13122,0.10012,-0.95213,0
0.97285,-0.99611,1.3502,0
-0.29815,-1.7026,0.58853,0
-0.46696,0.63666,0.39304,0
1.323,-0.54999,-0.80071,0
-1.444,-0.81818,-0.047476,0
0.52706,-0.077488,-0.33139,0
0.073053,-0.98904,-0.78252,0
0.19813,-1.6293,-0.32415,0
1.7668,-0.52626,0.17821,0
0.54463,-1.0616,-2.4199,0
-2.9699,-0.90033,1.06,0
-1.2681,-0.26042,1.6467,0
0.1766,2.491,-1.4974,0
1.2901,0.71287,1.356,0
0.29711,2.0541,-1.8599,0
0.24406,0.079238,-0.19815,0
-0.56677,1.8023,-0.096051,0
0.26859,0.017328,0.88799,0
0.34979,0.29118,-1.3519,0
-0.92697,0.15445,-0.23396,0
0.22765,-0.092053,0.93889,0
1.7431,2.2692,-0.48423,0
-1.2946,-1.6815,-1.8592,0
0.13365,-0.3366,-0.67511,0
-1.2369,-0.48303,0.41277,0
1.0716,0.8434,-0.58716,0
0.35118,0.42509,0.56797,0
-1.4068,0.20764,0.38269,0
1.5132,-1.3941,-0.89542,0
0.34464,-1.7264,-0.28018,0
0.72161,0.50865,-0.95061,0
-1.0567,0.0071761,-1.2499,0
-0.92098,0.40275,-0.51563,0
-2.5799,-0.31306,-0.54964,0
0.1077,-0.3616,0.9966,0
0.71724,0.45718,-0.072861,0
0.94008,0.51713,-0.90081,0
0.67726,0.70761,-0.76446,0
2.3853,-0.17925,1.2211,0
0.1799,1.3719,-0.79955,0
0.88993,1.3758,0.36195,0
-0.00094018,2.0831,-1.1669,0
-0.57821,0.52827,-1.4842,0
-0.0054065,1.024,0.95273,0
0.76208,1.4878,-0.17956,0
-0.34386,1.5649,-0.27671,0
0.022119,1.1764,0.20774,0
-0.59324,-0.50886,2.0545,0
-0.11193,2.3124,0.22979,0
-0.1682,-0.84194,1.2355,0
-0.45081,-0.2808,-0.31974,0
0.64259,0.96224,-0.67292,0
-4.1248,-0.74131,0.99557,0
0.57525,0.55812,-0.44161,0
0.21231,-2.0861,1.3974,0
0.33827,-0.17107,-0.48051,0
0.56027,1.2044,-0.327,0
0.27791,0.54152,0.0095803,0
-0.11721,-0.29683,-0.78944,0
-0.6067,1.5026,0.32888,0
-0.13962,1.3854,-0.1642,0
0.65168,-1.1303,-0.32744,0
2.4098,-0.28855,-0.65454,0
1.4077,0.29251,-0.39586,0
-1.3973,-2.1215,0.42233,0
1.0791,-0.20747,-0.092527,0
0.95531,0.20816,-0.78602,0
0.68034,-0.041696,1.8803,0
0.44314,-1.5674,1.5382,0
0.80402,1.3843,0.84547,0
-1.6397,-0.43294,-1.6502,0
-0.76888,-0.51845,0.65319,0
-0.42651,-0.76771,0.07501,0
0.91536,2.2026,0.8301,0
1.9905,0.52511,-0.035281,0
0.13028,0.12737,0.53632,0
-0.60627,-0.32546,-0.63067,0
0.45655,1.6811,0.41386,0
-0.47697,-0.55338,-1.3441,0
-1.4467,-0.68301,-1.332,0
-1.2951,-1.8828,-1.3848,0
-0.72237,-0.96308,0.10871,0
-1.1052,0.58452,0.43132,0
-0.30766,-1.5027,-0.19469,0
-0.90634,0.56747,0.88679,0
-0.092354,1.0789,0.51752,0
1.1919,0.28688,-0.24681,0
2.1423,-0.10989,1.5454,0
0.14824,2.0596,-1.1504,0
0.53664,-0.8563,0.028863,0
-0.84017,-0.10144,-1.1362,0
0.23066,0.30496,-0.72775,0
-0.28306,-1.9304,1.3997,0
1.0635,0.3599,0.97362,0
-1.0428,0.88978,0.74214,0
2.2879,-0.93806,-0.40825,0
-1.8524,-0.78947,-1.5072,0
-0.81228,0.53093,-1.206,0
-0.65553,0.25692,0.65551,0
2.1671,0.48766,1.4929,0
0.98845,-0.86221,1.1218,0
1.109,1.6092,0.058758,0
1.2752,-1.13,1.2346,0
-1.7022,-0.20305,0.78474,0
0.00016599,0.2254,-0.46934,0
1.1092,-0.45187,0.80166,0
-0.47931,-0.12018,0.19376,0
1.4709,0.41966,1.7384,0
0.5552,0.14605,-0.78035,0
-1.5658,1.156,-0.1342,0
0.8418,-1.2847,0.7847,0
-1.7941,0.37511,0.44255,0
0.84614,0.1055,0.0082884,0
1.4018,0.28108,-0.56645,0
-0.94327,0.85961,-0.83269,0
-0.32023,-1.1318,-0.19836,0
0.14026,0.15156,-0.21383,0
-0.34249,-1.537,-0.54821,0
0.25603,-0.31188,0.60006,0
0.43614,-0.36564,0.9741,0
-1.9253,1.2614,2.1667,0
-2.3798,0.23715,0.44661,0
0.66832,0.77669,-0.1316,0
-0.12928,0.71975,0.6173,0
-1.6377,0.39203,-0.59566,0
0.18074,-0.90375,1.371,0
-1.5092,1.4008,0.96894,0
-1.1112,-0.59502,0.47102,0
0.57642,-1.1511,-0.3892,0
1.094,-1.1834,1.1831,0
-0.49084,-1.1827,0.17095,0
1.7679,-0.60637,1.0173,0
-0.10226,0.54624,0.2651,0
0.24086,0.47853,-0.68004,0
-0.71204,1.5093,-1.7754,0
1.6682,0.49803,0.69058,0
-1.4234,-0.55446,-0.15433,0
0.34336,0.55674,-1.0047,0
0.38882,-0.209,-0.089983,0
-1.2987,-0.67962,1.7076,0
-1.4888,-0.86811,0.51677,0
-0.43941,0.44324,-0.57872,0
0.64934,-0.34629,-0.7586,0
0.36301,-1.6556,1.5605,0
0.65695,-0.60582,-0.060913,0
1.6062,-0.87907,0.22172,0
0.30147,1.3433,-0.48306,0
0.00010807,-0.21801,-0.45732,0
0.47146,0.59944,0.9575,0
0.013797,0.71564,-0.2781,0
1.0492,0.98076,0.4048,0
-0.54952,1.2266,0.49133,0
-0.55336,0.2229,-0.89964,0
0.048862,1.0304,-1.6689,0
-0.36821,-0.97128,-0.40957,0
-0.051502,-0.493,0.2862,0
-0.94994,0.94339,0.14053,0
0.95965,1.6873,-0.32861,0
0.69296,-1.4032,0.364,0
0.1819,0.14648,2.1012,0
0.18992,-0.024403,0.11281,0
-1.4669,-1.7822,0.14732,0
-0.21395,-0.059807,1.5113,0
-1.7309,-0.093282,1.6439,0
-0.059423,-1.3841,1.2927,0
-1.3391,0.38619,0.25724,0
1.1101,-2.1329,0.64109,0
-0.25165,0.61006,-0.54607,0
0.035762,0.59364,-0.094762,0
-0.34499,-1.1041,-0.61427,0
-1.7163,-0.17946,1.3062,0
-2.7209,0.79248,-0.33968,0
1.4851,-0.61602,1.4172,0
-0.66809,0.50116,-1.187,0
0.27979,-1.5404,1.019,0
0.30581,-0.68245,-1.3899,0
-0.44608,-0.71758,-0.050985,0
1.0707,-0.021527,0.080722,0
0.011346,-0.75983,-0.96551,0
0.9629,-0.46941,0.54197,0
0.27546,-0.0095324,0.90139,0
-1.9341,0.38754,0.8808,0
0.77212,1.1524,1.0055,0
-1.2144,-0.053952,-0.45321,0
-0.43679,1.2987,2.6787,0
0.70959,0.88782,1.0411,0
1.0454,1.219,0.73173,0
-0.23484,1.1582,0.64891,0
0.071577,-1.1025,0.20443,0
1.4328,-0.20937,-0.51741,0
0.52755,-0.043168,-0.64675,0
-0.12605,-0.15494,-0.15541,0
-0.4697,-0.32102,0.55251,0
0.96002,-0.66557,-0.017624,0
0.99732,0.50308,0.93457,0
-0.71829,0.22343,-0.51935,0
-1.317,-0.13161,-1.7946,0
-0.79918,-0.43246,-1.8347,0
0.032035,-0.88307,1.1692,0
0.32204,0.60777,0.66585,0
-1.9146,-1.0365,0.37337,0
-1.4895,-0.00697,1.1624,0
-1.0012,0.39632,-1.323,0
-0.12443,1.6596,0.064622,0
0.17322,1.4703,0.7762,0
-0.7763,0.11426,-0.90508,0
1.0524,-1.0806,0.23083,0
0.43868,0.86369,0.34437,0
0.14838,-1.275,0.95604,0
1.3584,-0.5421,-0.065341,0
-0.95955,0.28939,-0.75009,0
-0.47667,-0.63649,1.7355,0
0.23019,-0.68877,-1.1755,0
-0.053084,-0.52587,0.72217,0
-0.12276,-1.1479,0.35208,0
0.90597,-0.46219,1.2362,0
-0.22308,-0.27275,0.8827,0
0.75674,0.38649,0.66448,0
0.8118,-0.19447,-0.68843,0
-0.32072,-1.3561,0.32985,0
-0.90486,-0.0065724,-1.9868,0
1.2412,1.5027,0.41581,0
-0.21459,0.78492,1.057,0
1.4394,0.19114,-0.7876,0
0.19328,0.71938,0.063704,0
0.27851,-1.2074,1.0048,0
1.0954,-1.3758,1.0083,0
-0.081037,0.99908,0.16371,0
0.95824,-1.1976,0.43707,0
1.1319,-0.11901,-1.0077,0
-0.28651,0.074979,0.10058,0
-0.1552,0.21222,0.53521,0
0.68209,0.18925,0.59673,0
1.166,2.7447,0.16962,0
0.89044,0.067679,1.2269,0
-0.74825,-0.38704,-0.35118,0
0.42073,-0.90024,-0.062243,0
0.22033,-1.749,-0.97861,0
0.36737,2.7427,-0.025504,0
-0.84422,1.2724,0.57086,0
0.92879,0.85239,-0.76706,0
0.64545,-0.44216,-1.1207,0
-1.659,-0.83574,0.4742,0
-1.523,-1.2915,0.6962,0
0.36984,0.56825,0.88963,0
-0.57798,0.39187,-0.58634,0
1.0657,-0.013511,0.84842,0
-0.33409,0.030735,-0.79269,0
0.66591,-0.5601,0.36916,0
-0.94388,0.37886,0.66473,0
1.0595,0.16507,0.46539,0
0.035952,2.0155,0.044943,0
-0.49441,0.30955,-0.61482,0
0.53567,0.75216,0.33085,0
-0.99921,0.43742,-2.4187,0
0.51925,0.98266,0.047068,0
0.53013,-0.49115,-0.39687,0
0.8099,-0.78726,0.041047,0
-0.11813,-0.26109,-1.0433,0
0.019411,1.6878,0.76262,0
0.75367,-0.70148,-0.83853,0
-1.1632,-0.25672,0.080434,0
0.89764,1.0884,-0.86078,0
1.6146,-0.90513,-0.58976,0
0.31128,0.28729,1.9931,0
-0.51592,-0.36787,-0.76433,0
0.20324,-0.0055623,-1.4436,0
1.3121,-0.37013,-0.30396,0
1.0576,0.59345,0.4961,0
-1.3321,-1.4949,0.25937,0
0.64071,0.19099,-0.34241,0
0.057826,-0.033473,-0.74784,0
0.77386,-0.72844,-0.46072,0
2.0062,-0.67755,-0.20365,0
-0.04235,-0.45981,-0.57912,0
-1.0637,-0.69211,-0.15286,0
-0.99704,3.7756,0.78896,0
-0.37904,-0.090418,-0.75752,0
-1.0469,0.47826,0.61645,0
0.15778,-1.3396,0.23578,0
-1.1048,-0.18083,-1.1471,0
1.0337,0.73062,0.44671,0
1.5605,1.2179,-0.69533,0
0.5193,1.7119,0.037736,0
0.77864,0.78404,0.7586,0
-1.0312,0.58591,-0.28568,0
0.69611,-0.43802,-0.72263,0
0.26047,0.66723,1.0816,0
0.28505,-0.57003,0.29227,0
-0.031466,-0.17702,-0.09585,0
0.58554,-1.4517,-0.33365,0
1.2504,-1.0885,-1.5229,0
-0.87288,1.6666,0.065325,0
1.218,-2.1889,-0.70249,0
0.87415,-2.444,-0.8192,0
-0.14052,0.48425,1.406,0
0.37617,1.4991,-0.8609,0
1.6293,0.80893,1.5793,0
-0.19822,-2.052,-0.92127,0
-0.44316,-1.1719,1.1974,0
1.0707,-0.75646,1.271,0
0.66271,-1.4523,-0.1242,0
-0.43135,1.2434,-1.2794,0
-0.90255,1.2474,0.68586,0
-0.45202,0.37267,-0.98483,0
0.85143,-1.8173,-0.34095,0
0.91077,0.63135,2.3212,0
-0.95558,-0.99628,1.7554,0
1.2577,0.10821,-0.51199,0
0.75766,-0.53096,-0.096264,0
-0.61615,0.45351,-0.54916,0
-0.55863,-0.89457,-0.44867,0
-0.90224,-0.30916,-0.96321,0
1.3822,0.24456,-1.1057,0
-1.4955,-2.4648,0.78156,0
-0.53477,0.23616,1.1794,0
-1.2457,-0.80536,-0.14358,0
0.97749,0.042214,-0.46231,0
-0.52236,1.3212,0.66207,0
-0.86662,0.19919,0.66044,0
-1.0747,-0.48938,1.2116,0
-1.1043,0.46359,-0.019323,0
1.2559,-0.31465,-0.95472,0
0.60923,2.0081,-1.5119,0
1.1923,0.62235,1.3237,0
0.23193,0.038271,-0.7273,0
1.7822,1.4204,-0.15851,0
2.0585,1.0566,0.28529,0
-0.24797,0.31631,2.4094,0
1.5813,1.0601,0.37271,0
-0.47818,1.4919,-0.30362,0
0.076813,-0.15656,1.5047,0
0.095024,-0.70123,-0.042072,0
1.0609,-0.71091,0.44837,0
1.4252,-0.20355,0.89781,0
0.48801,0.10282,0.13694,0
-0.43862,0.24253,0.57551,0
0.90825,1.4794,2.132,0
0.93186,-0.31001,-0.59928,0
-0.51944,1.3895,0.033049,0
0.20529,-0.28457,0.10059,0
1.6969,0.26899,-0.14083,0
1.3077,-2.4368,-1.3943,0
0.70423,-1.4137,-0.38187,0
-1.1385,0.97507,-1.7578,0
0.68002,-0.43873,0.55685,0
-0.55449,-0.63657,-2.2951,0
0.18922,0.81491,-0.61689,0
-0.61398,0.53102,0.88964,0
0.5873,-0.78359,0.72457,0
0.76825,0.57665,-2.1506,0
-0.19809,0.57537,0.228,0
-0.24099,-1.4111,-1.2731,0
-0.61878,0.3192,0.072873,0
-0.74721,-0.41498,0.58502,0
-1.177,0.91473,0.42075,0
-0.38548,-0.11691,0.14131,0
-0.094464,-1.3114,-0.68161,0
-2.0583,0.55479,-0.50619,0
0.38392,1.6069,1.1149,0
0.36575,0.038021,-0.93352,0
0.011545,0.39183,-0.45426,0
-1.4957,-1.1321,-0.76028,0
0.66096,-0.34727,-0.63273,0
0.69676,-0.1131,2.3854,0
0.79673,0.8854,-1.1746,0
-0.25877,0.97935,-0.25312,0
-0.019819,-1.1569,0.12157,0
-1.3997,1.029,-0.061967,0
-0.11823,2.0741,1.5072,0
0.52056,-0.45844,1.4706,0
-0.34271,0.47714,-0.11264,0
0.83971,-1.5582,0.728,0
-0.44243,-0.3618,-0.65936,0
0.77349,-1.7706,0.39933,0
0.42965,0.24091,0.75314,0
-0.55755,0.20922,-1.1582,0
-2.1257,1.5479,0.87238,0
0.9638,-0.4602,2.7023,0
-1.0565,-0.16767,-0.63388,0
